,text,mbti
282,오늘의 호감인 MBTI는 ENFJ 님 저한테 뭐를 해주신 게 아니에요,estj
283,제가 말하는 걸 끝까지 들어주셨고 들어주면서 제가 정리가 되게끔 해주셨어요,estj
284,제가 그렇게 해라가 아니라 필요한 게 있으면 가져가라 라는 식으로 원래 그렇게 제가 하지만,estj
285,지금의 저한테는 그게 안 됐었는데 확실히 그렇게 해 주시게 되셔서 호감?,estj
286,솔직히 그 이상인 거 같아요 제가 여자면... 나가기 전에 번호를 따지 않았을까,estj
287,제일 저랑 많이 소통했던 똑같은 INFJ 친구에게 호감표를 똑같이 주고,enfj
288,저와 같이 룸메이트를 쓰는 INTP 님을 선택하겠습니다,infj
289,모든 분들 중에서 이 환경에 적응하기 굉장히 힘들어 보이셨는데 그래도 꿋꿋이 버텨나가는 모습이,infj
290,멋있으셨고 제가 밤에 좀 많이 뒤척여서 중간중간에 깨시는데도,infj
291,싫은 표정 저한테 힘든 티 이런 거 하나도 안 내시고 그냥 뭐 잘 잤다 뭐 이런 식으로 그냥 말씀해 주시는 부분도,infj
292,멋있다고 느껴져서,infj
293,ESFJ 언니를 뽑도록 하겠습니다 저랑~,esfp
294,처음부터 룸메이트셨거든요 근데 저를 배려해주셔서 언니가 잠버릇이 심하셔서,esfp
295,저 불편할까 봐~ 거실에 나와서 소파에서 혼자 3일 동안 맨날 주무셨거든요,esfp
296,저랑 룸메이트인데도 언니한테 고마워요 이렇게 저를 배려해서 3일 동안 혼자 외로웠을 수도 있는데,esfp
297,거실에서 그 텅 빈 거실에서 저를 불편하지 않게끔 노력해 주었다는 점에서,esfp
298,오늘은 ESFJ 언니를 뽑고 싶습니다,esfp
299,INTJ 님이랑~ 이야기를 정말 잠깐이나마 했는데 너무 놀랍게도,esfp
300,저도 INTJ인 친한 친구가 있고 그분도... 저의 MBTI인,esfp
301,ESFP인 친한 친구가 있더라고요 그래서 그 친구들에 대해서 얘기를 해보니까 정말,esfp
302,맞는 부분도 많았고 그분한테는 그분의 친구가 저한테는 저의 친구가,esfp
303,좀 투영돼서 보이지 않았나 그리고 얘기하면 할수록 정말 많이 다르구나,esfp
304,오늘은 P랑 J랑 이렇게 나눠서 생활을 했었는데 P는 확실히 계획적으로 행동하기보다,estp
305,규칙을 깨고 혹은 그냥 자유롭게 행동하는 것을 좀 더 선호한다는 거를 느꼈고,estp
306,제작진 여러분들한테 여러 가지 감정을 느끼는 하루였다고 말씀드릴 수가 있겠어요,entj
307,천국을 보내주더니 바로 지옥을 보내더라고요 J 성향을 가진 여러분들 잘 들으세요,entj
308,이거 진짜... 귀에 때려박으세요 여러분들한테는 휴식 시간이라는 게 없어요 그냥 자유 시간 이런 거,entj
309,삶에 있어서 진짜 쓸모없는 거예요 J의 곤조대로 진짜 무소의 뿔처럼 그냥,entj
310,직진으로 나가세요 하고 싶은 대로 하세요 제가 P처럼 한 번 해보고 나니까 그거 지옥입디다,entj
311,아! 계획표라니! 초등학생 때 짜도,isfp
312,저는 그걸 실천한 적이 단 한 번도 없거든요 근데 또 계획표라니... 막막했죠 근데 계획표는,isfp
313,계획표 짜는 사람 마음이잖아요 그래서 더 마음이 놓였던 것 같아요 어? 그러면 이때 이때 자유 시간,isfp
314,이때 이때 밥 먹으면 되고 끝!,isfp
315,오늘은 전체적으로 피곤했어요 아침에 눈 뜰 때부터,istj
316,지금까지 계속 피로가 누적된 느낌 이유를 굳이 찾자면은,istj
317,자유 시간 때문에... 이게 제작진의 의도였을까요? 이 그림이? 이게 공적인 미션 안에서,istj
318,자유 시간이라고 하니까 이거 어떻게 컨트롤 해야 될지 어떻게 그냥 너무 막막했어요,istj
319,한 거 없는데 피곤한 게 더 싫어요 근데 또 그렇게 할 일이 없었니 당황 백 프로 그 자체..?,istj
320,갑자기 계획표를 이렇게 바꿔가지고 오시니까,istj
321,단순히 계획을 싫어해서가 아니라 저는 어떤 일이든지 일어날 수 있다고 생각해서,enfp
322,안 하는 것 같아요 그러니까 뭐 길을 가다 보면 소변이 마려울 수도 있구ㅋㅋ,enfp
323,뭐 길을 가다 보면은 빵이 먹고 싶을 수도 있고 목적지까지 가는 데 있어서,enfp
324,근데 저는 목적지도 중요하지만 그 사이에 제가,enfp
325,즐기게 되거나 보게 되거나 듣게 되는 그 순간순간이 되게,enfp
326,중요하다고 생각하거든요 물론 길을 좀 돌아서 가는 느낌이지만~ J들은 좀 더 빨리 가고 싶어 하는,enfp
327,성향인 것 같고 근데 저는 천천히 가는 걸 좋아해서 그 사이에 산도 봤다가 나무도 봤다가,enfp
328,어 저긴 새가 있었네 저기는 구름이 있네 이런 시간을 좀 즐기는 것 같아요,enfp
329,그래서 계획을 안 짜는 스타일이에요,enfp
330, I나 F인 분들은 조금 용기가 생긴 느낌이 들었어요,istp
331,이 중에 뭐 3명만 나가서 얘기해라 하면은 절대 안 나왔겠죠 그분들은 그리고 본인들은 뭐 이제,istp
332,얘기를 잘 못한 거 같다 뭐 말 더듬은 것 같다 이렇게 하시는데 제가 봤을 때는 다들 말 잘하신 것 같고,istp
333,다 각자 자기 성격대로 그 말들이 나온 것 같아요,istp
334,피곤했던 게 약간 몰려와가지구 고장이 났었던 하루였던 것 같아요 계속 다른 방,infp
335,에서만 생활하게 돼가지고 한 번도... 생활하는 중에 쉬어본 적이 없어서,infp
336,되게 힘들었었는데 처음으로 이제 친구가 생겨서 오늘 낮잠도 자고,infp
337,마지막 날이기도 하고 해서 되게...,infp
338,뜻깊기도 했고 음 뭔가 친해진? 엄청 친해진?,infp
339,까지는 아니더라도 친해진 사람도 많다고 생각이 들어서 되게 기분이 좋습니다,infp
340,오늘도 울 줄은 몰랐는데 투표 보고 울어서,esfj
341,진짜... 나 생각보다 그런 거 신경 많이 쓰는구나~ 이런 거에 되게,esfj
342,내 자신한테는 되게 놀랐었고 어 그 J 방 사람들한테 좀...,esfj
343,민폐였을 까봐 너무 미안했어요 근데 와중에 막 다들 막 챙겨주고 막~ 이렇게 신경 써주고 해줘서 너무 고마웠고,esfj
344,어 일단 책을 봤던 이유는 그 책 안에 단점이 적혀 있더라고요,esfj
345,어쨌든 한 표도 뭐 호감도 비호감도 안 받았으니까 뭐가 잘못됐을까를 생각하기 이전에,esfj
346,내 유형을 좀 더 잘 알아야겠다 이 생각이 들어서 책을 보면서 단점을 좀 더 봤던 것 같아요,esfj
347,그래서 좀 보다가 보니까 책에서 그게 나오더라고요 남을 너무 배려하는 게,esfj
348,호불호가 굉장히 갈릴 스타일이라고 거기서 약간 뜨끔했던 게 저는 챙겨줄라고 하는 걸,esfj
349,되게 좋아하는 성격이어서 되게 막 챙겨주고 어 뭐 이렇게 하고 그랬었는데,esfj
350,그게 남한테는 불호로 올 수도 있겠구나 이런 게 저는 조금 오...,esfj
351,내 배려가 남한테는 부담? 이 좀... 좀 놀랐던 거 같아요,esfj
352,MBTI 인사이드의 이제 제작진분들께서 어떤 거를 바라셨는지 알 것 같다는 생각이 들었습니다,estj
353,단 자기 자신을 찾는 거 그리고 편견을 깨는 것 다양한 사람들이 있다고 생각하는 것,estj
354,모든 걸 가지고 가는데 일단 자기 자신을 찾는 거 그게 다른 사람들을 이해하는 제일 큰 문제고,estj
355,이걸 전달한 메시지라고 생각을 했습니다 너무 감사한... 콘텐츠인 거 같아요 저한테,estj
356,ENFJ가 분명히 안에 곪아있는 게 분명히 있을 거라고 생각이 들어요 표현하는 방법이,enfj
357,남한테 맞춰져 있는 표현 방법이다 보니까 그 부분을 어떻게 풀어야 될지를 명확히 오늘 알았고,enfj
358,싫으면 싫은 부분을 내가 내 걸 꺼내야 되겠다라고 생각이 들기도 해서 만약에 좋아하지 않는 상황을 마주쳤을 때,enfj
359,어떻게 해야 될지도 많이 생각이 됐고 조금은 재밌게 생각을 해볼 수 있을 것 같아요,enfj
360,근데 그게 얼마나 갈지는 모르겠는데 음... 뭐 저한테 조금 더,enfj
361,신경을... 써 봤으면 좋겠다는 생각이 이번에 좀 들어서,enfj
362,저를 조금 더 아껴주는 방법도 한번 해 봐야겠다! 그리고 남들에게 표현도,enfj
363,나에 대한 표현을 좀 해 봐야겠다라는 생각이 네 많이 들었던 거 같습니다,enfj
364,그리고 저희 J끼리 남았을 때 저희는 확실하게 계획대로 되지 않으니까,infj
365,굉장히 루즈해지고 이게 다운되는 느낌이 세서 저도 엄청... 그 피곤해지는,infj
366,느낌이 있더라고요 아무것도 안 하고 가만히 있을려니까 안 하는 게 또 일이 돼 버리니까,infj
367,굉장히 피곤한 느낌이 있었습니다 확실히 계획을,infj
368,정하고 사는 게 행복한 것 같습니다 아 이게... 사실 밖에서도 좀,infj
369,막 잘 웃어준다 많이 웃는다 예스맨이다 이런 얘기를 많이 들었는데 그런... 그런 말은 뭐 평상시에,infj
370,자주 해 주셔서ㅋㅋ 괜찮긴 하지만 미소 천사라는 이름의 단어가 조금,infj
371,너무... 부끄럽지 않나.. 유아틱하기도 하고ㅋㅋ,infj
372,제가 약간 변하려고 할 거 같아요 그 이전까지는 내가 변해야겠다 내가 좀 달라져야겠다는 생각을,intj
373,아예 안 했는데 여기서 4일 동안 지내고 나니까 내가 달라질 때 느낄 수 있는 것들이,intj
374,정말 많겠구나라는 생각이 들어서 굳게 약간 믿어왔던 그런 생각들을 조금...,intj
375,어 치우고 다른 걸 시도해봐도 괜찮지 않을까 라는 생각이 되게 강하게 잡혀가지고,intj
376,오늘 하루는 마지막 날이어가지고 뭔가 엄청,isfj
377,저는 집에 가고 싶었어가지고 좋을 줄 알았는데 막상 또 가는 날이 되니까,isfj
378,조금 아쉽기도 하고 정말 대화를 오늘은 많이 해가지구 이것저것 배우는 것이 많은 하루였습니다 ,isfj
379,아 ESFJ님이 좀 안타까웠어요,intp
380,왜냐면은 저랑 정반대이신 성격이잖아요 그러니까 저라면은,intp
381,신경을 안 썼겠지만 그렇기 때문에 정반대인 사람에게는 그게 얼마나 상처가 됐을까,intp
382,오히려 그게 더 크게 느껴지더라고요 인간과의 관계를 정말 중요시 여길 거 아니에요,intp
383,그분 입장에서는 왜냐면 저는 인간관계를,intp
384,정말 신경을 안 쓰는 타입이니까 내가 신경을 안 쓰는 만큼 저 사람은 신경을 쓰겠다 라고 생각을 하고 보면은,intp
385,그 사람에게 되게 중요한 가치관일 텐데 좀 많이 상처가 됐을 것 같아서,intp
386,그게 오히려 역으로 공감이 됐어요,intp
387,P하고 J하고 바뀌었는데 저는 깜짝 놀랐던 게,entp
388,생각보다 저한테 좀 J... 가 있는 것 같더라고요 저는...,entp
389,J보다는 사실 부지런한 P인 거 같아요 그래서 뭔가 생산성 있는 걸 하고 싶어 하고,entp
390,오늘 마지막 날이잖아요 마지막 날이고 우리가 이제 함께할 시간이 얼마 남지 않았는데 추억을 쌓으려는 생각도 없이,entp
391,그렇게 그냥 쉬어 버리자 이것도 좋아해 버리니까 어 조금 속상해서 뭐라도 조금 같이 해보고 싶어서,entp
392,이렇게 했던 것 같아요 그냥 추억 쌓고 싶어서 이 시간이 너무... 생산적이지 않게 흘러가는 게,entp
393,너무 속상해서 저는... 사실 생각하는 게 ESTP하고 I .. ESTP 하고,entp
394,되게 맞는다는 걸 제가 많이 느꼈거든요 그런 자존감 부분이나 이런 게? 근데,entp
395,제가... 이렇게 조금 고민이 많은 모습을... 이렇게 비치기도 했지만,entp
396,그게 자존감이 무너졌다거나 그게 아니라 정말 저는 이번 4박 5일 동안,entp
397,제 인생의 한 챕터를 진짜 딱 끝낸 기분이었어요 1챕터를 끝내고,entp
398,계속 이제... 1년 동안 힘들어하다가 진짜 두 번째 챕터를,entp
399,어제 찾았거든요 너무 힐링이었어요 진짜 정말 힐링이었어요,entp
400,10년 전... 17살,entp
401,10년 전으로 돌아가면 그때의 본인한테 어떤 얘기를 해주고 싶어요?,entp
402,아.. 6학년?,isfp
403,와 제가 이 질문을 받게 될 줄은 몰랐어요,entp
404,열일곱 살인데 딱 고등학교 들어가가지고,entp
405,그때 첫 번째 챕터가 시작된 그때였던 것 같아요,entp
406,10년 전의 나한테?,entp
408,그냥 잘하고 있어 할 것 같아요 잘하고 있어 하고 싶은 거 하고,entp
409,응 잘하고 있어 그대로만 해 이럴 거 같아요,entp
410,언니 언니도 여섯 시에 잤어요? ,esfj
414,끝난 건 여섯 시라면서요,esfj
415,끝난 건 여섯 시고 올라가서 예준 언니랑 얘기 엄청 많이 하고,entp
417,ISTP 님? 저기요?,intp
419,왔어 일타강사 ,entj
421,아니 11시까지라고 해서 11시까지 왔는데 왜.. 안 하는 거지? ,estp
422,어 잘 한 거야,enfj
424,오시겠지 모르겠다 한 명이 안 왔잖아. 아니네.,enfj
425,다시 올라갈까? ,estp
426, 아 두 명이 안 왔구나,enfj
427,만약에 친구 10명이서 아니 아니 다섯 명이 단체로 만나 근데 너가 제일 먼저 도착했어,enfj
428,어 그럴 일이 없어,estp
429,아... 절대?,enfj
430,절대 없어. 근데 만약에 그랬다 치자,estp
431,어 거기 5명 다 늦게 오는 타입이야 근데 너가 다른 사람이 늦게 오는 걸 알고,enfj
432,너도 그냥 조금 늦게 나갔는데 네가 더 먼저 도착한 거야 그때 어떻게 해?,enfj
435,야 어디야? 왜 안 와?,estp
436,응 가고 있어~ 했어,enfj
438,한 30분 정도 더 걸릴 거 같아,enfj
439,미X 놈이네? 미리 애기해야지 미X 놈아,estp
440,너도 얘기 안 한대매 10분 전에 얘기한대매,enfj
441,어 나도 늦게 얘기해,estp
442,앞 뒤가 1도 안 맞어,enfj
444,아니ㅋㅋ 언니 보셨어요?,isfp
446,아니 지금 일로 와 보세요 저분 저거 쓰고 인형 만들고 있어요,isfp
448,진짜 진짜 대박이야 진짜,isfp
450,아침에 하나 만들었어요,intp
451,우와 너무 귀여워요,isfj
453,네. 저 방 분들한테 선물도 해.. 주셨던데 ,isfj
454,아~ 네 갖고 싶어 하는 분들한테,intp
455, 저도 갖고 싶어요,isfj
456,하나 드릴까요?,intp
459,아 진짜요? 이거요?,isfj
463,어 여기에요?ㅋㅋ 오 대박 눈 보여요,isfj
464,눈 마주치고 있는데,intp
465, 눈 막 크게도 되고 작게도 되고 그래요?,isfj
466,엄청 크게...할라면 하긴 할 수 있죠,intp
467,엄청 작게 해서 미간 넓게도 만들 수 있어요?,isfj
468,아 눈을 더 벌어지게 해달라? 눈을 한 여기 달아달라고? 약간 눈이... ,intp
469,어 저 미간 넓은 메타몽으로 해 주시면 안 돼요? ,isfj
470,아 한번 해볼까요?,intp
471, 저 미간이 넓어서 미간 넓은 거 좋아해요,isfj
472,자신과 닮은 메타몽을 만들고 싶다?,intp
474,한번 도전해 볼게요,intp
476,본인이 기다리게 하시는 건요?,estj
478,네 형이 기다리게 하시는 거,estj
479,아 나는 근데 30분 늦지는 않아,estp
480,그렇지는 않겠죠,estj
481,한 번도 없어 그런 경우가?,entj
482,있지. 아이 근데 그건 미리 얘기를 하지,estp
483,경험에 의거한 거 아니었어?,estj
484,아 몇 분 전에 얘기해?,enfj
485,한 10분 전?,estp
486,그러니까 20분을 일단은 날로 나가는 거잖아요,enfj
488,아니 나는 항상 먼저 가 있는 주의니까,enfj
489,전혀 이해 안 가네 뭔가... 뭔가 당연시 되는 그런 말이 그러면 늦었을 때 그 느낌이 아무렇지 않아?,enfj
490,내가 늦었을 때?,estp
491,아니 그러니까 그 늦는 순간에. 응. 진짜 아무것도 없어? 어 같이 먹을래요? 어? 좋아요 ,enfj
495,그렇게 같이요?,isfj
496,왜요? 더러워요?,isfp
497,아니 좋아요 좋아요 아니요 아니요ㅋㅋ,intj
498,아 혹시 같이 먹는 거 안 좋아해요?,isfp
501,숟가락이 없어서…,intj
504,맛있죠? 맛있죠?,isfp
505,근데 오늘 뭐 할 거 같으세요?,infj
508,정리 6시까지 한다고요?,isfj
509, 아~ 콘텐츠도 뽑고 정리도 하고,intp
510,너무 오래 정리하는거 아냐?,isfj
511, 아 어떻게 정리하나?,infj
513,아니 나 정리할 거 너무 많아,isfp
514,내놓은 자식ㅋㅋ,esfj
515,알아서 잘 살.. 잘 살.. 잘 살 자식,entj
517,첫 번째 미션 최후의 만찬. 냉장고에 있는 모든 식재료를 이용해서 12시반까지,estp
518,최후의 만찬을 드세요,intj
519,이거 다 써야 된다고?,intp
520, 모든 식재료?,intj
521, 계란... 계란 엄청 먹어야겠다,intp
523,계란이랑 사과랑 뭐 이런 거 다 써야 되나?,intp
524,근데 뭘 만들면 되지,isfj
526,소시지랑 새싹 사과,intp
527,계란에 소시지면은,infp
528,커피 이런 걸 다 섞어서 만들 수 있는 음식이 있나?,intp
529, 빨래 해주고 갈 거야? 수건 정도는?,entj
530,수건? 오케이!,enfj
531,요 위에 있는 것만 걷어서 ,entj
534,환기 좀 시키겠습니당~,estj
536,수건 돌리러 가게,enfj
539,싫어 너무 싫어,enfp
541,조금만 이따 하자 진짜,estp
542,아니야 지금 시간이 없어,enfj
544,시간이 없어 같이 해,enfj
545,아이 지 입으로 소리 내,enfj
548,어 수건들만 하면 돼,enfj
549,돌릴 거 있어?,estp
550,나는 뭐 가져가면 된다고 생각해가지고,enfj
551,수건만... 아이 야 각방 들렀다 가야지 이 씨 뭐 하는 거야,enfj
552,아니 재미.. 재밌는 생각을 갖고 있네,enfj
553,아 내 거 하라는 줄 알았네,estp
554,야 충격이다 그렇게 생각하는 게,enfj
555,내 거 챙겨준 줄 알았어 난 세탁기 세팅하고 있을게,estp
556, 아니.. 세팅할 게 뭐가 있냐고,enfj
557,세탁기를 왜 세팅을 해ㅋㅋ 미치겠다 진짜,esfj
558,물 조절 장인 나와주세요,infp
559,물 조절?  아~ 내가 또 물 조절 장인이지,intp
560,저 진밥 좋아해서 아무도 절 좋아하지 않아요,infp
563,진밥 좋아해요 언니?,isfp
567,진밥 좋아하는데 아무 말도 못 하고 있었어요,isfj
569,너무 질고 질어서 죽 된 밥 좋아해요,isfp
571,저 꼬들밥 먹으면 소화 안 돼요,infp
572,저도요 저 그래서 소화가 안 돼서 화장실 못 가잖아요,isfj
573,그럼 뭐 오늘은 진밥으로 하는 걸로?,intp
574,진짜 힘들었어요,isfj
576,마지막 날 드디어,isfj
577,공개했어 밥 취향을,isfp
578,다들 아무 얘기도 안 하고 있었어 첫날에ㅋㅋ I여서 그런가? 첫날에,infj
580,첫날에 우리 꼬들밥으로 할게요 했을 때 아무도 얘기 안 했었잖아요,infj
581,밥 꼬들밥이 맛있지,istp
582,근데 다들 죽밥 좋아한대요,infj
583,왜 말들을 안 했대 당연히 다 꼬들밥 좋아하는 줄 알았지,istp
584,말을 안 하니까,istp
585,너 안 도와줄 거면서 어슬렁거리지 말고 앉아있어!,enfp
586,아니 근데 아니 아니 궁금해 왜 일어난 거야?,enfj
587,아 진짜 웃겨 언니,esfj
588,무슨 생각을 했어?,enfj
591, 그냥 궁금해서,enfp
592, 잘 하고 있나?,estp
593,도와줄려고 간 거 아니야,enfp
594,도와줄려고 갔지 도와줄려고,estp
596,근데 할 게 없어,estp
597, 할 거 있어 이거 좀 놔줘,enfj
598,효율성이 떨어져 거기서 놔,estp
599,아 이것 좀 놔줘 빨리,enfj
600, 알았어. 아니 이걸 왜 놔달래,estp
601,좀 놔줬으면 좋겠어 나 보고 싶어,enfj
602, 왜ㅋㅋ 왜 놔달래래라니,enfp
603,이왕 놓는 김에 좀 이쁘게 놔 주세요,estj
604,처음 보긴 한다 놓는 거,enfj
605,가족 시트콤 같아,esfj
606,아 나 오늘 왜 이렇게 재밌지?,enfp
607,아쉽다 뭔가 다 본연의 자기로 뭔가 다 돌아.. 가고 있는 것 같아서 더 보고 싶다. 아 아쉬워 ,enfp
609, 고기를 좀 이상하게 썰었나 봐요,intp
610, 제가 좀 이상하게 썬 거 같아요,isfp
611,아니 내가 이상하게 썬 거 같은데 앗 뜨거,intp
615,물로 씻어 물로,intp
616, 눈 실명될 뻔했대 기름 튀어가지고 얼굴에,istp
617,아 기름이 팍 튀어버리네,intp
618,그거 불 줄이고 가서 눈 물로 씻고 흐르는 물! 흐르는 물에 씻어야 돼,infp
619,어 씻었어요 방금 씻었어요,isfp
620,괜찮아? 앉아있어,infp
621,괜찮아요 아 조심 뒤로 와요,isfp
622,괜찮아요 눈에 튀긴 거?,istp
629,네. 쥐X까라고 한 거 아니죠?,intp
632,잘 먹겠습니다~,estp
633, 저 포카리 좀 주세요,esfp
634,다 털었다 얘들아,entj
635,우와 이걸 어떻게 순식간에,estp
636,짱이다 진짜로 대박이야,enfp
637,언니 덕분에 정말 많은 음식을 먹고 간다,esfj
640,우와 진짜 맛있다,estp
641,컨셉 희한하게 잡았는데?,entj
642,포인트 자체가 뭔가 너무 특이하다,enfj
643,이게 원래 모습인 거잖아,enfp
645,점점 나오고 있어,estp
646,어 점점 나오는 거지,enfp
647,그니까 컨셉.. 생각을 한 거 같아 자기 직전에,entj
648,나 내일 진짜 완전 내 모습 보여줘서,entj
649,마무.. 마무리해야겠다,enfj
650,어 그런데 근데 1타 강사의 모습을,entj
651,확실히 찍어줘야겠다 근데 이것조차도 스스로 만족해 하고 맘에 들어 하는 게 꼴뵈기 싫어 지금,entj
653,조용한 게 좋다,intp
654,오랜만에 I끼리 밥 먹지 않아요 오늘?,istj
655,맞아 아니 나는 왜,intp
659,첫날 이후로 이렇게 밥 먹은 적 없잖아요,istj
660,없는 거 같아요 맨날 넘어가서 점심 먹고 ,infj
661,그러네 근데 언니는 계속 여기 계셨죠?,isfp
662,저 한 번도 안 움직였어요,istj
663,와 진짜 대박이다,isfp
664, ISTJ는 여기 한 번... 계속 여기 있는 거구나,intp
665, 한 번도 안 움직이고,infp
667,저는 한 번도 여기 안 있었어요,infp
674,오 마지막은 근데 형이 다 읽었어,estj
675,울지 말고 얘기해~,esfp
676,야 연기하지 말고 연기하지 말고,enfp
677,아 우는 척 해봐,esfp
679,또 연기하는 거야?,enfp
680,오늘 미션들이 다 맘에 안 드나 보네,entj
681,마음에 안 들어 이게 뭐야?,estp
682,읽어줘요 읽어줘,enfp
683,진짜 맘에 안 든다 ,esfp
684,그럼 좀 이따 할까? 10분만 있다 할까?,estp
685, 30분... 어 1시까지래매,enfj
686,어 그러니까 한 20분이면 하잖아 딱,estp
689,식후땡이나 합시다,istp
690,어차피 30분밖에 없잖아,intp
692,안 했어요 안 했어요,istj
694,설거지 제가 할게요,istp
695,그럼 지금 짐 정리하고~,entp
696,아까 너가 쓸었잖아,enfp
698,쓸고 했는데 닦기도 닦아야 되고,estj
699,40분까지 내려오자,entp
700,얘들아 이거는 그냥~ 그냥 포장한 거고 ,entj
702,이거 빌린 거라서 깔끔하게 빠져야 돼가지고 청소해달라를,entj
705,감성을 넣어서 표현하신 거야,entj
707, 너네 이제 집 갈 시간이니까 이거 에어비엔비 후기 누가~,entj
708,1점 받으면 다음에 영향이 있어 그래가지고 다음에 또 방 빌릴 때 안 빌려주니까 좀 잘 좀 부탁한다 이 소리야,entj
710,그러네 다~ 음식 다 먹는 것도 그렇고 청소하는 것도 그렇고,enfp
711,그냥 이제 깔끔하게,entj
712,오늘은 MBTI랑 상관이 없는 거 같은데ㅋㅋ,enfp
713,그냥 정리하는 날이네 정리하는 날,enfj
714,깔끔하게 안 해주면 너 편집 개 같이 해가지고 진짜 박제시킬 거니까 잘해라 이런 숨은 의도가 있는 거라고,entj
715,10분만 있다 하자 10분만,estp
716,자기 자리는 알아서 잘 치우세요 여러분들 아시겠죠,entj
717,짐 정리 다 했어요?,infp
718,나 짐 정리는 한  1분 만에 할 수 있을 거 같은데,intp
719,맞아 맞아 그냥 넣기만 하면 되잖아요,isfp
720,그냥 대충 쑤셔 넣으면 되잖아,intp
721,INFJ 님 짐 정리 어떻게 해요?,isfp
722,저요? 저는 다 돼 있을걸요 거의,infj
723,나만 어질러져 있어,intp
725,나만 나만 어지럽고 깨끗한 거는 INFJ 님 가방이고,intp
726,우리의 청소 기준이랑 좀 다를 텐데 J들의 기준이 난 사실…,intp
727,난 지금도 깨끗하거든요,infp
728,어 난 이미 깨끗하거든,intp
729,더 청소할 거 없잖아,istp
730,여기서 뭘 청소해야 되는지 모르겠는데,intp
732,이미 완벽하게 깨끗한 거 아닌가?,intp
734,아~ 이런 거!,intp
736,그래 이런 거 치워,intp
737,근데 이미 깨끗하잖아,istp
739,형 짐 정리 그럼,infj
740,할 거 없어 가방 그냥 메고 바로 가면 돼,istp
741,형 그럼 좀 쉬세요,infj
742,어 환기 좋다잉,entj
745,이불만 좀 개 놓고,estj
746,머리카락이 장난 아니야,esfj
748,난 근데 이미 거의 다 싸놔서 지금,esfj
749,헐! 난 한 번도 정리 안 했는데,esfp
750,미리 싸놨지 아침에 이거... 우리 자림이 고데기 아니야,esfj
751,맞아~ 고마워용,esfp
752,할 거 없으시면 이거 하실래요?,infj
754,네. 형 여기 여기 먼저 형 여기 먼저 해주세요ㅋㅋ,infj
755,제가 좀 할까요?,intp
756,굳이 해야 돼?,istp
758,굳이 해야 돼?,istp
759,청소해야 되나고요? 하라니까 해야 되겠죠?,intp
760,안 해도 되잖아,istp
761, 네 뭐... 제가 할게요,intp
764,하는 척만 하자,istp
765, 이거 줘요 제가 제가 제가 할게요,intp
766,여기 닦고 있으면 대충 이러고 있으면,intp
770,청소 끝! 쉽시다 우리 ,istp
771,혹시 제 이거... 로.. 머리 마는 롤 본 적 있는 사람,enfp
773,일단 저는 아니에요,estp
774, 롤 하고 내가 어디다 놨지?,enfp
775,언니 그거 언제 마지막으로 썼,entp
776,미안해 여기 있었어,enfp
777,그럴 거 같았어,entp
779,아 저기 또 있었잖아! 까먹었어,enfp
781,언니 방 다 정리했어요? 아 올라가야겠네,isfp
782,당신의 짐만 챙기면 됩니다,isfj
783,ISFP 님 짐 정리하는 거 구경해도 돼요?,intp
785,너무 재밌어 하셨어,isfj
786,저걸 어떻게 정리하는 지 궁금해,intp
787,"""이게 이게 바로... ISFP 님의 짐인가요?"" 이러면서ㅋㅋ 재밌어 하셨어 ",isfj
788,왜 뭐 어때요!,isfp
789, 아 근데 우리 우리 방에 쓰레기랑 수건 진짜 많더라고요,isfj
790,방대하게 어지른 건 처음 봐서,intp
791,깜짝 놀랐어요 아니 수건이 한 10장이 넘게 있어요 우리 방에,isfj
793,우리가 쟁여놨나 봐요ㅋㅋ,isfj
795,수건이 다 어디,intp
796,옷 같이 개 줄게요,isfj
797,아냐 아냐 안 개도 돼요,isfp
798,그래도 안 개면 근데 안.. 안 들어가지 않아요?,isfj
799,그래서 잘 구겨 넣어야죠,isfp
800,와 그렇게 진짜…,intp
802,아니 올 때도 그렇게…,intp
804,올 때도 그렇게 왔어요?,intp
805,네! 네! 아 이거 안 넣었다 네,isfp
806,그거는... 짐 정리를 하기 위해선 팔 힘이 필요하다? 체중이 필요하다? ,intp
807,그럼요 다들 이렇게... 어떻게 짐 싸셨어요?,isfp
808,저는 그렇게 막... 못 닫을 정도로 많이 싸들고 오질 않아서,intp
810,좀.. 도와줄까요?,intp
812,좀 도와드릴까요?,intp
813,아유 뭘 혼자 할 수 있어요,isfp
814,아 이거 제가 가볼게요,estj
817,나가용 저기 딴 거야,estj
821,저기는 막 펜이 있는데?,estj
823,롤링 페이퍼 같은데요,infp
824,항 기모찌 개 좋아. 우리 갈 필요 없어,istp
826,네 I 방으로 ,estj
828,오 나 기똥차게 알아맞혔네,esfj
829,아 롤링 페이퍼 해?,estp
831,그러니까 레츠 고 레츠 고!,enfp
832,맨발로.. 그냥 갑니다 어머 거울에 이거 난리 났어 어머,esfj
833,아 벌써 기 빨리는 소리가 들린다,intp
834,헬로~ 아 여기 다 있었네~ 안녕 안녕~ 잘 잤어~?,enfp
835,언니 저거 언니가 놓고 간 거죠,isfp
837,우와 이름 써 있어 대박,isfp
838,자 배부하시죠 우리 강사님,esfj
839,네 그럼 이건 제 거,estp
840,너 이우석이야?,istp
