,text,mbti,ie,ns,ft,pj
89,다른 사람들의 말에 공감은 하고 리액션을 하지만 마음에 와 닿지는 않았었어요,isfp,i,s,f,p
90,근데 그 F와 T 나눴을 때에,isfp,i,s,f,p
91,제가 제가 아닌 느낌이었어요 너무... 너무 민망하고 그때 이후로 눈물이 더 많아진 것 같고요,isfp,i,s,f,p
92,음 그리고 P! 전 완전 P에요 사실 오늘...,isfp,i,s,f,p
93,계획표도... 저한테는 좀 촉박했습니다,isfp,i,s,f,p
94,저는 좀 더 누워있고 싶었고,isfp,i,s,f,p
95,조금 더 조금 더 저녁 먹고 더 누워 있고 싶었고,isfp,i,s,f,p
96,그랬었어요 저..정리도 사실 안 하고 싶었고,isfp,i,s,f,p
97,저 정리하는 거 되게 안 좋아하거든요 정리하는 것도 싫어하고 밥 먹은 거 바로 치우는 것도,isfp,i,s,f,p
98,되게 안 좋아하고 사실 저희 방 보신 분은 알겠지만,isfp,i,s,f,p
99,제가 사실 모든 방 다 봤거든요 E 방도 다 보고 I 방도 봤는데,isfp,i,s,f,p
100,죄송해요 제 방이 제일 더러웠어요 제가 안 치워가지고...,isfp,i,s,f,p
101,네 그렇습니다 저는 그래서 저의 ISFP를 정리하자면,isfp,i,s,f,p
102,단순하다! 그리고 사람들을 좋아하고 배려하는 걸 좋아하고,isfp,i,s,f,p
103,또 뭐가 있었지? 착하다...? 눈물이 많고 아니야 X 6,isfp,i,s,f,p
104,눈물은 진짜 별로 없.. 눈물은 때때로 때때로 나오고 때때로 가끔 나오고,isfp,i,s,f,p
105,그리고 어.... 정말,isfp,i,s,f,p
106,그냥 좋은 모두가 다 좋은 MBTI지만,isfp,i,s,f,p
107,ISFP가 참 좋은 것 같습니다 감사합니다 그리고 여기 많은 분들,isfp,i,s,f,p
108,많이 만나서 너무 좋았어요 감사합니다,isfp,i,s,f,p
109,안녕하세요 ESFP 진자림입니다 저는 이 프로그램에 출연하게 된 계기가,esfp,e,s,f,p
110,제가 20학번 코로나 학번이거든요 딱 코로나 시기에 대학을 입학을 해서,esfp,e,s,f,p
111,"술자리도 많이 없었고 MT, 신입생 환영회 그런 거는 뭐",esfp,e,s,f,p
112,아무것도 없었고 사람을 대면할 만한 일이 없었어요 심지어 제가 가지고 있는 직업도,esfp,e,s,f,p
113,인터넷 방송인이기 때문에 더더욱 뭔가 사람과 대면할 만한 일이 없어서,esfp,e,s,f,p
114,그치만 제가 ESFP고 사람을 만나는 거를 즐겨 하는 사람인 걸 아는데,esfp,e,s,f,p
115,사람을 마주할 일이 없으니까 어떻게라도 좀 사람을 만나고 싶었던...,esfp,e,s,f,p
116,싶었거든요? 그럴 때 이런 'MBTI 인사이드'라는 프로그램을 알게 됐고,esfp,e,s,f,p
117,꼭 촬영을.. 촬영을 하고 싶었어요 그 사람을 만나고 싶었던 것뿐만 아니라,esfp,e,s,f,p
118,제가 MBTI를 정말 좋아했거든요 왜냐하면 이 MBTI에 관심을 갖기 전에,esfp,e,s,f,p
119,"저는 중, 고등학교 때 심리학을 공부를 했었습니다 지금은 방송대학교를 갔지만",esfp,e,s,f,p
120,그 전에 생각했던 학과가 심리학과였을 정도로 심리학을 되게 좋아했고,esfp,e,s,f,p
121,심리학을 좋아하는 이유는 믿으실지 어쩌실지 모르겠지만 저는,esfp,e,s,f,p
122,초등학교 중학교 때 굉장히 어두운 성격이었습니다 어른들이 저를 봤을 때,esfp,e,s,f,p
123,얘는 왜 이렇게 낯빛이 어둡냐 라고 할 정도로 그냥 사람 자체가 아기인데...,esfp,e,s,f,p
124,초등학교 중학교면 아기잖아요 아기인데도 얘는 되게 어둡다라는 소리를,esfp,e,s,f,p
125,많이 들었습니다 그렇게 어둡게 보이기도 했고 제가 생각하는 것도 되게 부정적이었어요,esfp,e,s,f,p
126,그래서 부모님께서 추천해 주셨던 게 너 좀 너를 알아봐라 라고 해서,esfp,e,s,f,p
127,"심리학을 공부를 했었고 그래서 중학교, 고등학교 동안 심리학 공부를 했었어요",esfp,e,s,f,p
128,사람의 마음을 아는 게 아니라 나를 알고 싶어서 심리학을 공부를 했었습니다,esfp,e,s,f,p
129,그렇게 심리학을 공부하다 보니까 확실히 나를 알게 되니까 좀 나 자체도 밝아지고,esfp,e,s,f,p
130,나에 대한 자존감도 높아지고 하더라고요 그래서 그 후에 이제 MBTI라는 게 생겼어요,esfp,e,s,f,p
131,이제 사람의 마음을 공부를 했다 보니까 MBTI도 뭔가 그게 들어맞는 것 같은 거예요,esfp,e,s,f,p
132,아 이 사람은 이래서 E고 이래서 F고 이런 게 약간 들어맞아서 MBTI에 어떻게 보면,esfp,e,s,f,p
133,저도 사실 과몰입을 조금 하고 있었던 것 같습니다 그래서 ESFP라는,esfp,e,s,f,p
134,MBTI가 나왔을 때 저는 어쩌면 ESFP 같은 사람이,esfp,e,s,f,p
135,되고 싶었던 것 같아요 외향적이고 현실적이고 감성적이고 즉흥적인 사람이 되고 싶었다,esfp,e,s,f,p
136,라고 생각을 했습니다 4박 5일 동안 이 자리에 와서 느낀 것은,esfp,e,s,f,p
137,사람은 결코 네 가지 MBTI? 네 가지 알파벳으로 나눌 수가 없어요,esfp,e,s,f,p
138,열여섯 가지로 절대 많은 분들께서 여기 와서 MBTI가 정립됐다,esfp,e,s,f,p
139,MBTI가 이렇구나라고 생각을 한 반면에 저는 MBTI가 맞지 않을 수 있구나라는 걸,esfp,e,s,f,p
140,느끼고 갔습니다 외향적이어야 하는 내가 E들끼리 있으니까 조금,esfp,e,s,f,p
141,기가 빨리는 것 같기도 하고 현실적이기만 한 내가 상상을 하고 있고,esfp,e,s,f,p
142,근데 이건 안 맞잖아요 이거는... 사람마다 다 다른 거기 때문에 절대 이 네 가지 알파벳들로,esfp,e,s,f,p
143,사람을 모두 정립을 할 수는 없다라는걸 다시 한 번 깨닫고 가는 그런 것 같습니다,esfp,e,s,f,p
144,그리고 사전 인터뷰 때도 저는 이렇게 얘기를 했어요 내가 ESFP가 아니면 어떡하지?,esfp,e,s,f,p
145,ESFP가 나오긴 했는데 ESFP... 의 성격을 나타내지 못하면 어떡하지,esfp,e,s,f,p
146,라고 생각을 했거든요 근데 다시 생각해보면 그럴 수도 있는 거였어요 뭐 ESFP의 성격이 어딨어요,esfp,e,s,f,p
147,여러분 모두가... 뭐 INFP가 INFP 성격이 어딨어요 그냥 그런 사람이 있는 거지,esfp,e,s,f,p
148,이런 생각을 더 더 많이 하고 가는 것 같습니다,esfp,e,s,f,p
149,네 그렇게... 정말 덕분에 맛있는 음식 먹었고 너무 멋있는 춤 봤고,esfp,e,s,f,p
150,좋은 사람들 많이 만났고 덕분에 너무 많이 웃었고 이런저런 사람들 너무 많이 만나서,esfp,e,s,f,p
151,한 분 한 분 인연이 너무 소중하고 여기 나와서도 꼭 다시 뵙고 싶은,esfp,e,s,f,p
152,15분을 뵙게 돼서 너무 감사한 지금까지 3일...4일?,esfp,e,s,f,p
153,이었습니다 네 여기까지 발표? 아 어떡해 대학생 같아,esfp,e,s,f,p
154,여기까지 이야기를 마치도록 하겠습니다 감사합니다,esfp,e,s,f,p
155,이게 슬픔이 계속 옮아간 거 같아 멈추고 싶은데,enfp,e,n,f,p
158,고생하셨습니다~,esfp,e,s,f,p
159,엉엉엉엉엉 너무 슬펑 엉엉엉엉,intp,i,n,t,p
160,아이 증말ㅋㅋ 다들 마지막이다 너무 힐링됐어 엉엉,enfp,e,n,f,p
161,수고하셨습니다~ 다들 마지막이다,isfp,i,s,f,p
162,오늘이 힐링이었네 제일,entp,e,n,t,p
165,뭐야 그게 뭐야 ,isfp,i,s,f,p
166,나도 우는 사람이 돼보고 싶었어,intp,i,n,t,p
167,말을 너무 정신없이 했어 알았어,esfj,e,s,f,j
168,근데 바로 한 번에 정리 안 돼,entj,e,n,t,j
169,맞아 횡설수설하게 되더라,isfj,i,s,f,j
170,오래 걸려 원래 어떻게 한 번에 정리돼 그 감정이란 게 한 번에 성장 안 돼,entj,e,n,t,j
171,조급해하는... 조급해하는 거 그것도 욕심이야 응 천천히 해 아직 젊잖아,entj,e,n,t,j
172,야 너보다 내가 15살이 많은데 생각해 보면,entj,e,n,t,j
173,그거 왜 거짓말을 했어 ,enfp,e,n,f,p
174,나 우는 거 못 봤어,intp,i,n,t,p
175,아 울었네 씨..,istp,i,s,t,p
176,그 장.. 장소 탓도 큰 거 같은 게,esfp,e,s,f,p
177,여기서 얘기하면 어~ 이러고 말 거 같은데 거기서 말하니까 막 눈물이 이렇게 나... ,esfp,e,s,f,p
178,맞아 분위기도 중요한 거 같아,estp,e,s,t,p
179,그치 분위기가~,enfp,e,n,f,p
181,왜 나 얘기할 땐 아무도 안 울었어?,istp,i,s,t,p
186, 어머나.. 아프시겠다,isfj,i,s,f,j
188,진짜. 집게 핀 하나 드릴까요?,isfj,i,s,f,j
191,이거 박살났어 아이고,entj,e,n,t,j
193,어머 어떡해! ,esfj,e,s,f,j
195,아프시겠다 근데,isfj,i,s,f,j
200, 미.. 밑에서요? 딱히... ,intp,i,n,t,p
201,욕하는 거 더 웃겨,esfj,e,s,f,j
202, 뭐야 이 씨ㅋㅋ ,estj,e,s,t,j
203,뭐가 더 좋으세요?,isfj,i,s,f,j
205,이거 금색은 너무... 그렇고... 고마워요 호감.. 호감이니까 준 거죠?,entj,e,n,t,j
207,이거 부러졌는데도 만약에.. 비호였으면 안 줬을 거 아냐 그치 모른 척해 참자. 줘야..   ,entj,e,n,t,j
208,아냐 저 근데 비호여도 줘요,isfj,i,s,f,j
210,근데 저 이러고 말하지 않았어요?,infp,i,n,f,p
211,컴프레서 먹여야 돼,istp,i,s,t,p
212,아 말 너무 잘했어요 진짜,estp,e,s,t,p
213,잘했어요 근데 잘.. 근데! 볼륨은 작은데,istp,i,s,t,p
214,그 디렉션은 좋았어 잘 들려 단어 하나하나가,istp,i,s,t,p
216, 언니 목소리가 진짜 잘 들려,esfp,e,s,f,p
218,또 쓸데없는 소리를 안 하니까~,istp,i,s,t,p
219, 맞아 맞아 맞아,isfp,i,s,f,p
222, 시간도 딱 짧고,istp,i,s,t,p
223, 근데 말하고 싶은 게 있었거든요?,infp,i,n,f,p
224,그러니까 정리를 해야지! 하고 이 말이랑 이 말이랑 이렇게 딱 해 놓고 가서 다 다른 말 하고 왔어,infp,i,n,f,p
225,나가면 맞아. 다 달라져,estp,e,s,t,p
226,아예 싹 다 달라,infp,i,n,f,p
227,그냥 미리 생각을 하면 안 돼,istp,i,s,t,p
229,생각할 시간이라도 주든가,istp,i,s,t,p
230,맨 첫 번째로ㅋㅋ,esfp,e,s,f,p
232,스탭분들한테 얘기하는 거야 지금?,enfp,e,n,f,p
233, 미리 뭐 언질이라도 좀 해 주지 냅다 그냥 지하실로 불러서는,istp,i,s,t,p
234,근데 일하다가 공황발작이 오면은,istj,i,s,t,j
235,게임 안 한 사람들 가세요ㅋㅋ,esfp,e,s,f,p
237,저 먼저 갈게요~,estp,e,s,t,p
239,오늘은 좀 빨리합시다,istp,i,s,t,p
240,아~ 알겠어 1분 컷 1분 컷,estp,e,s,t,p
241,마지막 투표군요,intp,i,n,t,p
242,3분 컷 한다더니 15분 있다 오고,istp,i,s,t,p
243,제가 호감으로 뽑을 MBTI는 EN... EN... FP,entp,e,n,t,p
244,언니예요 정말 따뜻한 사람이라고 모든 사람과 잘 어울리고,entp,e,n,t,p
245,모든 사람들을 다 포용할 수 있는 MBTI인 거 같아서,entp,e,n,t,p
246,좀 더 의외였던 분을 뽑자면,enfp,e,n,f,p
247,저는 ISTP 님이었던 거 같아요 뭔가 어 저런 모습도 있었네?,enfp,e,n,f,p
248,좀 생각지 못한 부분들을 오늘 많이 봐가지고,enfp,e,n,f,p
249,네 저는… INTJ 제 룸메이트인데 그분을 호감형으로 하고 싶습니다 밤에 항상 같이 얘기하는 것도 좋았고,istp,i,s,t,p
250,그 친구가 되게 부지런해요 근데 저는 좀 게으른 편이고 근데 아침에 이제 저를 항상 잘 챙겨줘서 그게 너무 좋았고,istp,i,s,t,p
251,그리고 오늘 뭐 지하에서 얘기하는 그런 그 자기에 대한 얘기하는 것도 너무 좋았고요,istp,i,s,t,p
252,저는 ESFJ 님이 저한테 먼저 다가와 주셨고 또 내밀한 좀 속 이야기를 하셔서,intj,i,n,t,j
253,제가 고민하고 있는 부분을 이렇게 하시는 게 좀 멋있어서 마음의 문을 열어주셨다는 것 자체가,intj,i,n,t,j
254,저는 되게 고마웠고,intj,i,n,t,j
255,저한테 호감인 MBTI는 ISFJ입니다,isfp,i,s,f,p
256,그분도 그렇지만 저도 일대일로 강한 스타일이어가지고 밤에 자기 전에 두세 시간씩은 얘기를 하고 자는 것 같아요,isfp,i,s,f,p
257,저도 모르게 저의 사적인 얘기를 하고 있고 언니도 언니만의 사적인 얘기를 하고 있고,isfp,i,s,f,p
258,서로 공감대 형성도 됐고 교류 뭔가 아바타랑 이렇게 슉 연결된 느낌,isfp,i,s,f,p
259,오늘... 오늘... 은! ESFJ 님이 너무 표를 못 받았다고 슬퍼하셔가지고,isfj,i,s,f,j
260,제가 짝꿍인데 마음이 안 좋았어요,isfj,i,s,f,j
261,오늘의 호감 있는 MBTI는 ESFJ였습니다,estp,e,s,t,p
262,평상시에 굉장히 잘했었는데 제가... 조금 더 임팩트 있는 사람들만 제가 호감,estp,e,s,t,p
263,있는 사람으로 투표를 했었는데 오늘 소감을 들으면서 그동안 잘 묻어갔던 사람한테는,estp,e,s,t,p
264,왜 투표를 못 했을까 라는 생각을 많이 했었고 꼭 표를 주고 싶다 그리고 상처를 안 받았으면 좋겠다 라는 생각을 하였습니다,estp,e,s,t,p
265, 가장 호감이 갔던 분을 뽑자면 INFP님 뭔가 저랑 같은 고민을 가진 분이시라는 생각이 좀 들었고 저랑 같은 노력을 하셨던 분이라는 생각이 들었어요,intp,i,n,t,p
266,내향성으로 인해서 고민을 좀 많이 했던 사람이라서 그래서 그런 걸 극복하고자 하는 모습이 되게 멋지다는 생각이 들었습니다,intp,i,n,t,p
267,ISTP 님이 요리를 해주셨는데 그게 제가 계속 식단을 해오면서,infp,i,n,f,p
268,사실 스트레스를 안 받지 않았거든요 뭔가 뭔가 가장 안 그럴 것 같았던 분이,infp,i,n,f,p
269,저한테... 너무 감동이어서 팡 터졌었던 거 같아요 그래가지고,infp,i,n,f,p
270,그 친구... 분 한테 주고 싶어요 ISF ISFP 님한테,entj,e,n,t,j
271,주고 싶어요 맨 마지막 멘트가 저는 그 미장... 그 화면에 나오는 그 한 화면이 제일 마음에 들었어요,entj,e,n,t,j
272,자기의... MBTI를 얘기하면서 저는 이게 정말 좋다고 얘기하시면서 마무리를 하셨어요,entj,e,n,t,j
273,그 부분에서 소름이 엄청 많이 돋았거든요 자기를 찾아보고 돌아보게 되는 이 경험을 통해서,entj,e,n,t,j
274,자기를 사랑하게 됐다는 그 감정이 저한테는 더 응원하고 싶게 만들고,entj,e,n,t,j
275,이 여행을 이... 우리들과의 체험을 은근히 제일 잘했구나라는 생각을 받아서,entj,e,n,t,j
276,어제랑 동일합니다 ENTJ 님 그 자유 시간이라는 상황에서,istj,i,s,t,j
277,너무 저랑 똑같은 반응을 보여줬어가지고 아 나처럼 이렇게,istj,i,s,t,j
278,계획에 대해서 부담...을 가지고 스트레스를 받는 사람이 또 있구나라는 이제 공감을 하게 돼서,istj,i,s,t,j
279,호감 MBTI는 ESTJ 님입니다 많이 생각보다,esfj,e,s,f,j
280,절 신경 써줘서 고맙기도 했었고 오히려 저는 좀... 다가가기가 힘들지 않을까?,esfj,e,s,f,j
281,이런 생각도 했었는데 매일매일 지내다 보니까 점점점 호감으로 왔던 거 같아요,esfj,e,s,f,j
282,오늘의 호감인 MBTI는 ENFJ 님 저한테 뭐를 해주신 게 아니에요,estj,e,s,t,j
283,제가 말하는 걸 끝까지 들어주셨고 들어주면서 제가 정리가 되게끔 해주셨어요,estj,e,s,t,j
284,제가 그렇게 해라가 아니라 필요한 게 있으면 가져가라 라는 식으로 원래 그렇게 제가 하지만,estj,e,s,t,j
285,지금의 저한테는 그게 안 됐었는데 확실히 그렇게 해 주시게 되셔서 호감?,estj,e,s,t,j
286,솔직히 그 이상인 거 같아요 제가 여자면... 나가기 전에 번호를 따지 않았을까,estj,e,s,t,j
287,제일 저랑 많이 소통했던 똑같은 INFJ 친구에게 호감표를 똑같이 주고,enfj,e,n,f,j
288,저와 같이 룸메이트를 쓰는 INTP 님을 선택하겠습니다,infj,i,n,f,j
289,모든 분들 중에서 이 환경에 적응하기 굉장히 힘들어 보이셨는데 그래도 꿋꿋이 버텨나가는 모습이,infj,i,n,f,j
290,멋있으셨고 제가 밤에 좀 많이 뒤척여서 중간중간에 깨시는데도,infj,i,n,f,j
291,싫은 표정 저한테 힘든 티 이런 거 하나도 안 내시고 그냥 뭐 잘 잤다 뭐 이런 식으로 그냥 말씀해 주시는 부분도,infj,i,n,f,j
292,멋있다고 느껴져서,infj,i,n,f,j
293,ESFJ 언니를 뽑도록 하겠습니다 저랑~,esfp,e,s,f,p
294,처음부터 룸메이트셨거든요 근데 저를 배려해주셔서 언니가 잠버릇이 심하셔서,esfp,e,s,f,p
295,저 불편할까 봐~ 거실에 나와서 소파에서 혼자 3일 동안 맨날 주무셨거든요,esfp,e,s,f,p
296,저랑 룸메이트인데도 언니한테 고마워요 이렇게 저를 배려해서 3일 동안 혼자 외로웠을 수도 있는데,esfp,e,s,f,p
297,거실에서 그 텅 빈 거실에서 저를 불편하지 않게끔 노력해 주었다는 점에서,esfp,e,s,f,p
298,오늘은 ESFJ 언니를 뽑고 싶습니다,esfp,e,s,f,p
299,INTJ 님이랑~ 이야기를 정말 잠깐이나마 했는데 너무 놀랍게도,esfp,e,s,f,p
300,저도 INTJ인 친한 친구가 있고 그분도... 저의 MBTI인,esfp,e,s,f,p
301,ESFP인 친한 친구가 있더라고요 그래서 그 친구들에 대해서 얘기를 해보니까 정말,esfp,e,s,f,p
302,맞는 부분도 많았고 그분한테는 그분의 친구가 저한테는 저의 친구가,esfp,e,s,f,p
303,좀 투영돼서 보이지 않았나 그리고 얘기하면 할수록 정말 많이 다르구나,esfp,e,s,f,p
304,오늘은 P랑 J랑 이렇게 나눠서 생활을 했었는데 P는 확실히 계획적으로 행동하기보다,estp,e,s,t,p
305,규칙을 깨고 혹은 그냥 자유롭게 행동하는 것을 좀 더 선호한다는 거를 느꼈고,estp,e,s,t,p
306,제작진 여러분들한테 여러 가지 감정을 느끼는 하루였다고 말씀드릴 수가 있겠어요,entj,e,n,t,j
307,천국을 보내주더니 바로 지옥을 보내더라고요 J 성향을 가진 여러분들 잘 들으세요,entj,e,n,t,j
308,이거 진짜... 귀에 때려박으세요 여러분들한테는 휴식 시간이라는 게 없어요 그냥 자유 시간 이런 거,entj,e,n,t,j
309,삶에 있어서 진짜 쓸모없는 거예요 J의 곤조대로 진짜 무소의 뿔처럼 그냥,entj,e,n,t,j
310,직진으로 나가세요 하고 싶은 대로 하세요 제가 P처럼 한 번 해보고 나니까 그거 지옥입디다,entj,e,n,t,j
311,아! 계획표라니! 초등학생 때 짜도,isfp,i,s,f,p
312,저는 그걸 실천한 적이 단 한 번도 없거든요 근데 또 계획표라니... 막막했죠 근데 계획표는,isfp,i,s,f,p
313,계획표 짜는 사람 마음이잖아요 그래서 더 마음이 놓였던 것 같아요 어? 그러면 이때 이때 자유 시간,isfp,i,s,f,p
314,이때 이때 밥 먹으면 되고 끝!,isfp,i,s,f,p
315,오늘은 전체적으로 피곤했어요 아침에 눈 뜰 때부터,istj,i,s,t,j
316,지금까지 계속 피로가 누적된 느낌 이유를 굳이 찾자면은,istj,i,s,t,j
317,자유 시간 때문에... 이게 제작진의 의도였을까요? 이 그림이? 이게 공적인 미션 안에서,istj,i,s,t,j
318,자유 시간이라고 하니까 이거 어떻게 컨트롤 해야 될지 어떻게 그냥 너무 막막했어요,istj,i,s,t,j
319,한 거 없는데 피곤한 게 더 싫어요 근데 또 그렇게 할 일이 없었니 당황 백 프로 그 자체..?,istj,i,s,t,j
320,갑자기 계획표를 이렇게 바꿔가지고 오시니까,istj,i,s,t,j
321,단순히 계획을 싫어해서가 아니라 저는 어떤 일이든지 일어날 수 있다고 생각해서,enfp,e,n,f,p
322,안 하는 것 같아요 그러니까 뭐 길을 가다 보면 소변이 마려울 수도 있구ㅋㅋ,enfp,e,n,f,p
323,뭐 길을 가다 보면은 빵이 먹고 싶을 수도 있고 목적지까지 가는 데 있어서,enfp,e,n,f,p
324,근데 저는 목적지도 중요하지만 그 사이에 제가,enfp,e,n,f,p
325,즐기게 되거나 보게 되거나 듣게 되는 그 순간순간이 되게,enfp,e,n,f,p
326,중요하다고 생각하거든요 물론 길을 좀 돌아서 가는 느낌이지만~ J들은 좀 더 빨리 가고 싶어 하는,enfp,e,n,f,p
327,성향인 것 같고 근데 저는 천천히 가는 걸 좋아해서 그 사이에 산도 봤다가 나무도 봤다가,enfp,e,n,f,p
328,어 저긴 새가 있었네 저기는 구름이 있네 이런 시간을 좀 즐기는 것 같아요,enfp,e,n,f,p
329,그래서 계획을 안 짜는 스타일이에요,enfp,e,n,f,p
330, I나 F인 분들은 조금 용기가 생긴 느낌이 들었어요,istp,i,s,t,p
331,이 중에 뭐 3명만 나가서 얘기해라 하면은 절대 안 나왔겠죠 그분들은 그리고 본인들은 뭐 이제,istp,i,s,t,p
332,얘기를 잘 못한 거 같다 뭐 말 더듬은 것 같다 이렇게 하시는데 제가 봤을 때는 다들 말 잘하신 것 같고,istp,i,s,t,p
333,다 각자 자기 성격대로 그 말들이 나온 것 같아요,istp,i,s,t,p
334,피곤했던 게 약간 몰려와가지구 고장이 났었던 하루였던 것 같아요 계속 다른 방,infp,i,n,f,p
335,에서만 생활하게 돼가지고 한 번도... 생활하는 중에 쉬어본 적이 없어서,infp,i,n,f,p
336,되게 힘들었었는데 처음으로 이제 친구가 생겨서 오늘 낮잠도 자고,infp,i,n,f,p
337,마지막 날이기도 하고 해서 되게...,infp,i,n,f,p
338,뜻깊기도 했고 음 뭔가 친해진? 엄청 친해진?,infp,i,n,f,p
339,까지는 아니더라도 친해진 사람도 많다고 생각이 들어서 되게 기분이 좋습니다,infp,i,n,f,p
340,오늘도 울 줄은 몰랐는데 투표 보고 울어서,esfj,e,s,f,j
341,진짜... 나 생각보다 그런 거 신경 많이 쓰는구나~ 이런 거에 되게,esfj,e,s,f,j
342,내 자신한테는 되게 놀랐었고 어 그 J 방 사람들한테 좀...,esfj,e,s,f,j
343,민폐였을 까봐 너무 미안했어요 근데 와중에 막 다들 막 챙겨주고 막~ 이렇게 신경 써주고 해줘서 너무 고마웠고,esfj,e,s,f,j
344,어 일단 책을 봤던 이유는 그 책 안에 단점이 적혀 있더라고요,esfj,e,s,f,j
345,어쨌든 한 표도 뭐 호감도 비호감도 안 받았으니까 뭐가 잘못됐을까를 생각하기 이전에,esfj,e,s,f,j
346,내 유형을 좀 더 잘 알아야겠다 이 생각이 들어서 책을 보면서 단점을 좀 더 봤던 것 같아요,esfj,e,s,f,j
347,그래서 좀 보다가 보니까 책에서 그게 나오더라고요 남을 너무 배려하는 게,esfj,e,s,f,j
348,호불호가 굉장히 갈릴 스타일이라고 거기서 약간 뜨끔했던 게 저는 챙겨줄라고 하는 걸,esfj,e,s,f,j
349,되게 좋아하는 성격이어서 되게 막 챙겨주고 어 뭐 이렇게 하고 그랬었는데,esfj,e,s,f,j
350,그게 남한테는 불호로 올 수도 있겠구나 이런 게 저는 조금 오...,esfj,e,s,f,j
351,내 배려가 남한테는 부담? 이 좀... 좀 놀랐던 거 같아요,esfj,e,s,f,j
352,MBTI 인사이드의 이제 제작진분들께서 어떤 거를 바라셨는지 알 것 같다는 생각이 들었습니다,estj,e,s,t,j
353,단 자기 자신을 찾는 거 그리고 편견을 깨는 것 다양한 사람들이 있다고 생각하는 것,estj,e,s,t,j
354,모든 걸 가지고 가는데 일단 자기 자신을 찾는 거 그게 다른 사람들을 이해하는 제일 큰 문제고,estj,e,s,t,j
355,이걸 전달한 메시지라고 생각을 했습니다 너무 감사한... 콘텐츠인 거 같아요 저한테,estj,e,s,t,j
356,ENFJ가 분명히 안에 곪아있는 게 분명히 있을 거라고 생각이 들어요 표현하는 방법이,enfj,e,n,f,j
357,남한테 맞춰져 있는 표현 방법이다 보니까 그 부분을 어떻게 풀어야 될지를 명확히 오늘 알았고,enfj,e,n,f,j
358,싫으면 싫은 부분을 내가 내 걸 꺼내야 되겠다라고 생각이 들기도 해서 만약에 좋아하지 않는 상황을 마주쳤을 때,enfj,e,n,f,j
359,어떻게 해야 될지도 많이 생각이 됐고 조금은 재밌게 생각을 해볼 수 있을 것 같아요,enfj,e,n,f,j
360,근데 그게 얼마나 갈지는 모르겠는데 음... 뭐 저한테 조금 더,enfj,e,n,f,j
361,신경을... 써 봤으면 좋겠다는 생각이 이번에 좀 들어서,enfj,e,n,f,j
362,저를 조금 더 아껴주는 방법도 한번 해 봐야겠다! 그리고 남들에게 표현도,enfj,e,n,f,j
363,나에 대한 표현을 좀 해 봐야겠다라는 생각이 네 많이 들었던 거 같습니다,enfj,e,n,f,j
364,그리고 저희 J끼리 남았을 때 저희는 확실하게 계획대로 되지 않으니까,infj,i,n,f,j
365,굉장히 루즈해지고 이게 다운되는 느낌이 세서 저도 엄청... 그 피곤해지는,infj,i,n,f,j
366,느낌이 있더라고요 아무것도 안 하고 가만히 있을려니까 안 하는 게 또 일이 돼 버리니까,infj,i,n,f,j
367,굉장히 피곤한 느낌이 있었습니다 확실히 계획을,infj,i,n,f,j
368,정하고 사는 게 행복한 것 같습니다 아 이게... 사실 밖에서도 좀,infj,i,n,f,j
369,막 잘 웃어준다 많이 웃는다 예스맨이다 이런 얘기를 많이 들었는데 그런... 그런 말은 뭐 평상시에,infj,i,n,f,j
370,자주 해 주셔서ㅋㅋ 괜찮긴 하지만 미소 천사라는 이름의 단어가 조금,infj,i,n,f,j
371,너무... 부끄럽지 않나.. 유아틱하기도 하고ㅋㅋ,infj,i,n,f,j
372,제가 약간 변하려고 할 거 같아요 그 이전까지는 내가 변해야겠다 내가 좀 달라져야겠다는 생각을,intj,i,n,t,j
373,아예 안 했는데 여기서 4일 동안 지내고 나니까 내가 달라질 때 느낄 수 있는 것들이,intj,i,n,t,j
374,정말 많겠구나라는 생각이 들어서 굳게 약간 믿어왔던 그런 생각들을 조금...,intj,i,n,t,j
375,어 치우고 다른 걸 시도해봐도 괜찮지 않을까 라는 생각이 되게 강하게 잡혀가지고,intj,i,n,t,j
376,오늘 하루는 마지막 날이어가지고 뭔가 엄청,isfj,i,s,f,j
377,저는 집에 가고 싶었어가지고 좋을 줄 알았는데 막상 또 가는 날이 되니까,isfj,i,s,f,j
378,조금 아쉽기도 하고 정말 대화를 오늘은 많이 해가지구 이것저것 배우는 것이 많은 하루였습니다 ,isfj,i,s,f,j
379,아 ESFJ님이 좀 안타까웠어요,intp,i,n,t,p
380,왜냐면은 저랑 정반대이신 성격이잖아요 그러니까 저라면은,intp,i,n,t,p
381,신경을 안 썼겠지만 그렇기 때문에 정반대인 사람에게는 그게 얼마나 상처가 됐을까,intp,i,n,t,p
382,오히려 그게 더 크게 느껴지더라고요 인간과의 관계를 정말 중요시 여길 거 아니에요,intp,i,n,t,p
383,그분 입장에서는 왜냐면 저는 인간관계를,intp,i,n,t,p
384,정말 신경을 안 쓰는 타입이니까 내가 신경을 안 쓰는 만큼 저 사람은 신경을 쓰겠다 라고 생각을 하고 보면은,intp,i,n,t,p
385,그 사람에게 되게 중요한 가치관일 텐데 좀 많이 상처가 됐을 것 같아서,intp,i,n,t,p
386,그게 오히려 역으로 공감이 됐어요,intp,i,n,t,p
387,P하고 J하고 바뀌었는데 저는 깜짝 놀랐던 게,entp,e,n,t,p
